number,created_at,author_id,assignee_id,description,due_at,status,updated_at
998433,2026-02-07 22:20:00.503148+00,433,21,Тестовая заявка №998433,2026-02-11 22:20:00.503148+00,in_progress,2026-02-10 22:20:00.503148+00
825433,2026-01-28 22:23:20.503148+00,433,21,Тестовая заявка №825433,2026-02-11 22:23:20.503148+00,in_progress,2026-02-10 22:23:20.503148+00
652433,2026-01-18 22:26:40.503148+00,433,21,Тестовая заявка №652433,2026-02-11 22:26:40.503148+00,in_progress,2026-01-26 22:26:40.503148+00
560433,2026-02-08 00:00:00.503148+00,433,21,Тестовая заявка №560433,2026-02-12 00:00:00.503148+00,in_progress,2026-02-11 00:00:00.503148+00
387433,2026-01-29 00:03:20.503148+00,433,21,Тестовая заявка №387433,2026-02-12 00:03:20.503148+00,in_progress,2026-02-11 00:03:20.503148+00
214433,2026-01-19 00:06:40.503148+00,433,21,Тестовая заявка №214433,2026-02-12 00:06:40.503148+00,in_progress,2026-01-27 00:06:40.503148+00
122433,2026-02-08 01:40:00.503148+00,433,21,Тестовая заявка №122433,2026-02-12 01:40:00.503148+00,in_progress,2026-02-11 01:40:00.503148+00
871433,2026-01-19 09:36:40.503148+00,433,21,Тестовая заявка №871433,2026-02-12 09:36:40.503148+00,in_progress,2026-01-27 09:36:40.503148+00
779433,2026-02-08 11:10:00.503148+00,433,21,Тестовая заявка №779433,2026-02-12 11:10:00.503148+00,in_progress,2026-02-11 11:10:00.503148+00
606433,2026-01-29 11:13:20.503148+00,433,21,Тестовая заявка №606433,2026-02-12 11:13:20.503148+00,in_progress,2026-02-11 11:13:20.503148+00
433433,2026-01-19 11:16:40.503148+00,433,21,Тестовая заявка №433433,2026-02-12 11:16:40.503148+00,in_progress,2026-01-27 11:16:40.503148+00
948433,2026-02-02 12:13:20.503148+00,433,21,Тестовая заявка №948433,2026-02-16 12:13:20.503148+00,in_progress,2026-02-15 12:13:20.503148+00
775433,2026-01-23 12:16:40.503148+00,433,21,Тестовая заявка №775433,2026-02-16 12:16:40.503148+00,in_progress,2026-01-31 12:16:40.503148+00
683433,2026-02-12 13:50:00.503148+00,433,21,Тестовая заявка №683433,2026-02-16 13:50:00.503148+00,in_progress,2026-02-15 13:50:00.503148+00
510433,2026-02-02 13:53:20.503148+00,433,21,Тестовая заявка №510433,2026-02-16 13:53:20.503148+00,in_progress,2026-02-15 13:53:20.503148+00
337433,2026-01-23 13:56:40.503148+00,433,21,Тестовая заявка №337433,2026-02-16 13:56:40.503148+00,in_progress,2026-01-31 13:56:40.503148+00
245433,2026-02-12 15:30:00.503148+00,433,21,Тестовая заявка №245433,2026-02-16 15:30:00.503148+00,in_progress,2026-02-15 15:30:00.503148+00
72433,2026-02-02 15:33:20.503148+00,433,21,Тестовая заявка №72433,2026-02-16 15:33:20.503148+00,in_progress,2026-02-15 15:33:20.503148+00
994433,2026-01-23 23:26:40.503148+00,433,21,Тестовая заявка №994433,2026-02-16 23:26:40.503148+00,in_progress,2026-01-31 23:26:40.503148+00
902433,2026-02-13 01:00:00.503148+00,433,21,Тестовая заявка №902433,2026-02-17 01:00:00.503148+00,in_progress,2026-02-16 01:00:00.503148+00
729433,2026-02-03 01:03:20.503148+00,433,21,Тестовая заявка №729433,2026-02-17 01:03:20.503148+00,in_progress,2026-02-16 01:03:20.503148+00
556433,2026-01-24 01:06:40.503148+00,433,21,Тестовая заявка №556433,2026-02-17 01:06:40.503148+00,in_progress,2026-02-01 01:06:40.503148+00
464433,2026-02-13 02:40:00.503148+00,433,21,Тестовая заявка №464433,2026-02-17 02:40:00.503148+00,in_progress,2026-02-16 02:40:00.503148+00
291433,2026-02-03 02:43:20.503148+00,433,21,Тестовая заявка №291433,2026-02-17 02:43:20.503148+00,in_progress,2026-02-16 02:43:20.503148+00
118433,2026-01-24 02:46:40.503148+00,433,21,Тестовая заявка №118433,2026-02-17 02:46:40.503148+00,in_progress,2026-02-01 02:46:40.503148+00
26433,2026-02-13 04:20:00.503148+00,433,21,Тестовая заявка №26433,2026-02-17 04:20:00.503148+00,in_progress,2026-02-16 04:20:00.503148+00
852433,2026-02-07 14:53:20.503148+00,433,21,Тестовая заявка №852433,2026-02-21 14:53:20.503148+00,in_progress,2026-02-20 14:53:20.503148+00
679433,2026-01-28 14:56:40.503148+00,433,21,Тестовая заявка №679433,2026-02-21 14:56:40.503148+00,in_progress,2026-02-05 14:56:40.503148+00
587433,2026-02-17 16:30:00.503148+00,433,21,Тестовая заявка №587433,2026-02-21 16:30:00.503148+00,in_progress,2026-02-20 16:30:00.503148+00
414433,2026-02-07 16:33:20.503148+00,433,21,Тестовая заявка №414433,2026-02-21 16:33:20.503148+00,in_progress,2026-02-20 16:33:20.503148+00
241433,2026-01-28 16:36:40.503148+00,433,21,Тестовая заявка №241433,2026-02-21 16:36:40.503148+00,in_progress,2026-02-05 16:36:40.503148+00
149433,2026-02-17 18:10:00.503148+00,433,21,Тестовая заявка №149433,2026-02-21 18:10:00.503148+00,in_progress,2026-02-20 18:10:00.503148+00
898433,2026-01-29 02:06:40.503148+00,433,21,Тестовая заявка №898433,2026-02-22 02:06:40.503148+00,in_progress,2026-02-06 02:06:40.503148+00
806433,2026-02-18 03:40:00.503148+00,433,21,Тестовая заявка №806433,2026-02-22 03:40:00.503148+00,in_progress,2026-02-21 03:40:00.503148+00
633433,2026-02-08 03:43:20.503148+00,433,21,Тестовая заявка №633433,2026-02-22 03:43:20.503148+00,in_progress,2026-02-21 03:43:20.503148+00
460433,2026-01-29 03:46:40.503148+00,433,21,Тестовая заявка №460433,2026-02-22 03:46:40.503148+00,in_progress,2026-02-06 03:46:40.503148+00
368433,2026-02-18 05:20:00.503148+00,433,21,Тестовая заявка №368433,2026-02-22 05:20:00.503148+00,in_progress,2026-02-21 05:20:00.503148+00
195433,2026-02-08 05:23:20.503148+00,433,21,Тестовая заявка №195433,2026-02-22 05:23:20.503148+00,in_progress,2026-02-21 05:23:20.503148+00
22433,2026-01-29 05:26:40.503148+00,433,21,Тестовая заявка №22433,2026-02-22 05:26:40.503148+00,in_progress,2026-02-06 05:26:40.503148+00
929433,2026-02-22 17:30:00.503148+00,433,21,Тестовая заявка №929433,2026-02-26 17:30:00.503148+00,in_progress,2026-02-25 17:30:00.503148+00
756433,2026-02-12 17:33:20.503148+00,433,21,Тестовая заявка №756433,2026-02-26 17:33:20.503148+00,in_progress,2026-02-25 17:33:20.503148+00
583433,2026-02-02 17:36:40.503148+00,433,21,Тестовая заявка №583433,2026-02-26 17:36:40.503148+00,in_progress,2026-02-10 17:36:40.503148+00
491433,2026-02-22 19:10:00.503148+00,433,21,Тестовая заявка №491433,2026-02-26 19:10:00.503148+00,in_progress,2026-02-25 19:10:00.503148+00
318433,2026-02-12 19:13:20.503148+00,433,21,Тестовая заявка №318433,2026-02-26 19:13:20.503148+00,in_progress,2026-02-25 19:13:20.503148+00
145433,2026-02-02 19:16:40.503148+00,433,21,Тестовая заявка №145433,2026-02-26 19:16:40.503148+00,in_progress,2026-02-10 19:16:40.503148+00
53433,2026-02-22 20:50:00.503148+00,433,21,Тестовая заявка №53433,2026-02-26 20:50:00.503148+00,in_progress,2026-02-25 20:50:00.503148+00
975433,2026-02-13 04:43:20.503148+00,433,21,Тестовая заявка №975433,2026-02-27 04:43:20.503148+00,in_progress,2026-02-26 04:43:20.503148+00
802433,2026-02-03 04:46:40.503148+00,433,21,Тестовая заявка №802433,2026-02-27 04:46:40.503148+00,in_progress,2026-02-11 04:46:40.503148+00
710433,2026-02-23 06:20:00.503148+00,433,21,Тестовая заявка №710433,2026-02-27 06:20:00.503148+00,in_progress,2026-02-26 06:20:00.503148+00
537433,2026-02-13 06:23:20.503148+00,433,21,Тестовая заявка №537433,2026-02-27 06:23:20.503148+00,in_progress,2026-02-26 06:23:20.503148+00
364433,2026-02-03 06:26:40.503148+00,433,21,Тестовая заявка №364433,2026-02-27 06:26:40.503148+00,in_progress,2026-02-11 06:26:40.503148+00
272433,2026-02-23 08:00:00.503148+00,433,21,Тестовая заявка №272433,2026-02-27 08:00:00.503148+00,in_progress,2026-02-26 08:00:00.503148+00
99433,2026-02-13 08:03:20.503148+00,433,21,Тестовая заявка №99433,2026-02-27 08:03:20.503148+00,in_progress,2026-02-26 08:03:20.503148+00
925433,2026-02-07 18:36:40.503148+00,433,21,Тестовая заявка №925433,2026-03-03 18:36:40.503148+00,in_progress,2026-02-15 18:36:40.503148+00
833433,2026-02-27 20:10:00.503148+00,433,21,Тестовая заявка №833433,2026-03-03 20:10:00.503148+00,in_progress,2026-03-02 20:10:00.503148+00
660433,2026-02-17 20:13:20.503148+00,433,21,Тестовая заявка №660433,2026-03-03 20:13:20.503148+00,in_progress,2026-03-02 20:13:20.503148+00
487433,2026-02-07 20:16:40.503148+00,433,21,Тестовая заявка №487433,2026-03-03 20:16:40.503148+00,in_progress,2026-02-15 20:16:40.503148+00
395433,2026-02-27 21:50:00.503148+00,433,21,Тестовая заявка №395433,2026-03-03 21:50:00.503148+00,in_progress,2026-03-02 21:50:00.503148+00
222433,2026-02-17 21:53:20.503148+00,433,21,Тестовая заявка №222433,2026-03-03 21:53:20.503148+00,in_progress,2026-03-02 21:53:20.503148+00
49433,2026-02-07 21:56:40.503148+00,433,21,Тестовая заявка №49433,2026-03-03 21:56:40.503148+00,in_progress,2026-02-15 21:56:40.503148+00
879433,2026-02-18 07:23:20.503148+00,433,21,Тестовая заявка №879433,2026-03-04 07:23:20.503148+00,in_progress,2026-03-03 07:23:20.503148+00
706433,2026-02-08 07:26:40.503148+00,433,21,Тестовая заявка №706433,2026-03-04 07:26:40.503148+00,in_progress,2026-02-16 07:26:40.503148+00
614433,2026-02-28 09:00:00.503148+00,433,21,Тестовая заявка №614433,2026-03-04 09:00:00.503148+00,in_progress,2026-03-03 09:00:00.503148+00
441433,2026-02-18 09:03:20.503148+00,433,21,Тестовая заявка №441433,2026-03-04 09:03:20.503148+00,in_progress,2026-03-03 09:03:20.503148+00
268433,2026-02-08 09:06:40.503148+00,433,21,Тестовая заявка №268433,2026-03-04 09:06:40.503148+00,in_progress,2026-02-16 09:06:40.503148+00
176433,2026-02-28 10:40:00.503148+00,433,21,Тестовая заявка №176433,2026-03-04 10:40:00.503148+00,in_progress,2026-03-03 10:40:00.503148+00
3433,2026-02-18 10:43:20.503148+00,433,21,Тестовая заявка №3433,2026-03-04 10:43:20.503148+00,in_progress,2026-03-03 10:43:20.503148+00
345433,2026-02-22 11:43:20.503148+00,433,21,Тестовая заявка №345433,2026-03-08 11:43:20.503148+00,in_progress,2026-03-07 11:43:20.503148+00
172433,2026-02-12 11:46:40.503148+00,433,21,Тестовая заявка №172433,2026-03-08 11:46:40.503148+00,in_progress,2026-02-20 11:46:40.503148+00
80433,2026-03-04 13:20:00.503148+00,433,21,Тестовая заявка №80433,2026-03-08 13:20:00.503148+00,in_progress,2026-03-07 13:20:00.503148+00
829433,2026-02-12 21:16:40.503148+00,433,21,Тестовая заявка №829433,2026-03-08 21:16:40.503148+00,in_progress,2026-02-20 21:16:40.503148+00
737433,2026-03-04 22:50:00.503148+00,433,21,Тестовая заявка №737433,2026-03-08 22:50:00.503148+00,in_progress,2026-03-07 22:50:00.503148+00
564433,2026-02-22 22:53:20.503148+00,433,21,Тестовая заявка №564433,2026-03-08 22:53:20.503148+00,in_progress,2026-03-07 22:53:20.503148+00
391433,2026-02-12 22:56:40.503148+00,433,21,Тестовая заявка №391433,2026-03-08 22:56:40.503148+00,in_progress,2026-02-20 22:56:40.503148+00
299433,2026-03-05 00:30:00.503148+00,433,21,Тестовая заявка №299433,2026-03-09 00:30:00.503148+00,in_progress,2026-03-08 00:30:00.503148+00
126433,2026-02-23 00:33:20.503148+00,433,21,Тестовая заявка №126433,2026-03-09 00:33:20.503148+00,in_progress,2026-03-08 00:33:20.503148+00
956433,2026-03-05 10:00:00.503148+00,433,21,Тестовая заявка №956433,2026-03-09 10:00:00.503148+00,in_progress,2026-03-08 10:00:00.503148+00
783433,2026-02-23 10:03:20.503148+00,433,21,Тестовая заявка №783433,2026-03-09 10:03:20.503148+00,in_progress,2026-03-08 10:03:20.503148+00
610433,2026-02-13 10:06:40.503148+00,433,21,Тестовая заявка №610433,2026-03-09 10:06:40.503148+00,in_progress,2026-02-21 10:06:40.503148+00
518433,2026-03-05 11:40:00.503148+00,433,21,Тестовая заявка №518433,2026-03-09 11:40:00.503148+00,in_progress,2026-03-08 11:40:00.503148+00
860433,2026-03-09 12:40:00.503148+00,433,21,Тестовая заявка №860433,2026-03-13 12:40:00.503148+00,in_progress,2026-03-12 12:40:00.503148+00
687433,2026-02-27 12:43:20.503148+00,433,21,Тестовая заявка №687433,2026-03-13 12:43:20.503148+00,in_progress,2026-03-12 12:43:20.503148+00
514433,2026-02-17 12:46:40.503148+00,433,21,Тестовая заявка №514433,2026-03-13 12:46:40.503148+00,in_progress,2026-02-25 12:46:40.503148+00
422433,2026-03-09 14:20:00.503148+00,433,21,Тестовая заявка №422433,2026-03-13 14:20:00.503148+00,in_progress,2026-03-12 14:20:00.503148+00
249433,2026-02-27 14:23:20.503148+00,433,21,Тестовая заявка №249433,2026-03-13 14:23:20.503148+00,in_progress,2026-03-12 14:23:20.503148+00
76433,2026-02-17 14:26:40.503148+00,433,21,Тестовая заявка №76433,2026-03-13 14:26:40.503148+00,in_progress,2026-02-25 14:26:40.503148+00
906433,2026-02-27 23:53:20.503148+00,433,21,Тестовая заявка №906433,2026-03-13 23:53:20.503148+00,in_progress,2026-03-12 23:53:20.503148+00
733433,2026-02-17 23:56:40.503148+00,433,21,Тестовая заявка №733433,2026-03-13 23:56:40.503148+00,in_progress,2026-02-25 23:56:40.503148+00
641433,2026-03-10 01:30:00.503148+00,433,21,Тестовая заявка №641433,2026-03-14 01:30:00.503148+00,in_progress,2026-03-13 01:30:00.503148+00
468433,2026-02-28 01:33:20.503148+00,433,21,Тестовая заявка №468433,2026-03-14 01:33:20.503148+00,in_progress,2026-03-13 01:33:20.503148+00
295433,2026-02-18 01:36:40.503148+00,433,21,Тестовая заявка №295433,2026-03-14 01:36:40.503148+00,in_progress,2026-02-26 01:36:40.503148+00
203433,2026-03-10 03:10:00.503148+00,433,21,Тестовая заявка №203433,2026-03-14 03:10:00.503148+00,in_progress,2026-03-13 03:10:00.503148+00
30433,2026-02-28 03:13:20.503148+00,433,21,Тестовая заявка №30433,2026-03-14 03:13:20.503148+00,in_progress,2026-03-13 03:13:20.503148+00
952433,2026-02-18 11:06:40.503148+00,433,21,Тестовая заявка №952433,2026-03-14 11:06:40.503148+00,in_progress,2026-02-26 11:06:40.503148+00
856433,2026-02-22 13:46:40.503148+00,433,21,Тестовая заявка №856433,2026-03-18 13:46:40.503148+00,in_progress,2026-03-02 13:46:40.503148+00
764433,2026-03-14 15:20:00.503148+00,433,21,Тестовая заявка №764433,2026-03-18 15:20:00.503148+00,in_progress,2026-03-17 15:20:00.503148+00
591433,2026-03-04 15:23:20.503148+00,433,21,Тестовая заявка №591433,2026-03-18 15:23:20.503148+00,in_progress,2026-03-17 15:23:20.503148+00
418433,2026-02-22 15:26:40.503148+00,433,21,Тестовая заявка №418433,2026-03-18 15:26:40.503148+00,in_progress,2026-03-02 15:26:40.503148+00
326433,2026-03-14 17:00:00.503148+00,433,21,Тестовая заявка №326433,2026-03-18 17:00:00.503148+00,in_progress,2026-03-17 17:00:00.503148+00
153433,2026-03-04 17:03:20.503148+00,433,21,Тестовая заявка №153433,2026-03-18 17:03:20.503148+00,in_progress,2026-03-17 17:03:20.503148+00
983433,2026-03-15 02:30:00.503148+00,433,21,Тестовая заявка №983433,2026-03-19 02:30:00.503148+00,in_progress,2026-03-18 02:30:00.503148+00
810433,2026-03-05 02:33:20.503148+00,433,21,Тестовая заявка №810433,2026-03-19 02:33:20.503148+00,in_progress,2026-03-18 02:33:20.503148+00
637433,2026-02-23 02:36:40.503148+00,433,21,Тестовая заявка №637433,2026-03-19 02:36:40.503148+00,in_progress,2026-03-03 02:36:40.503148+00
545433,2026-03-15 04:10:00.503148+00,433,21,Тестовая заявка №545433,2026-03-19 04:10:00.503148+00,in_progress,2026-03-18 04:10:00.503148+00
372433,2026-03-05 04:13:20.503148+00,433,21,Тестовая заявка №372433,2026-03-19 04:13:20.503148+00,in_progress,2026-03-18 04:13:20.503148+00
199433,2026-02-23 04:16:40.503148+00,433,21,Тестовая заявка №199433,2026-03-19 04:16:40.503148+00,in_progress,2026-03-03 04:16:40.503148+00
107433,2026-03-15 05:50:00.503148+00,433,21,Тестовая заявка №107433,2026-03-19 05:50:00.503148+00,in_progress,2026-03-18 05:50:00.503148+00
933433,2026-03-09 16:23:20.503148+00,433,21,Тестовая заявка №933433,2026-03-23 16:23:20.503148+00,in_progress,2026-03-22 16:23:20.503148+00
760433,2026-02-27 16:26:40.503148+00,433,21,Тестовая заявка №760433,2026-03-23 16:26:40.503148+00,in_progress,2026-03-07 16:26:40.503148+00
668433,2026-03-19 18:00:00.503148+00,433,21,Тестовая заявка №668433,2026-03-23 18:00:00.503148+00,in_progress,2026-03-22 18:00:00.503148+00
495433,2026-03-09 18:03:20.503148+00,433,21,Тестовая заявка №495433,2026-03-23 18:03:20.503148+00,in_progress,2026-03-22 18:03:20.503148+00
322433,2026-02-27 18:06:40.503148+00,433,21,Тестовая заявка №322433,2026-03-23 18:06:40.503148+00,in_progress,2026-03-07 18:06:40.503148+00
230433,2026-03-19 19:40:00.503148+00,433,21,Тестовая заявка №230433,2026-03-23 19:40:00.503148+00,in_progress,2026-03-22 19:40:00.503148+00
57433,2026-03-09 19:43:20.503148+00,433,21,Тестовая заявка №57433,2026-03-23 19:43:20.503148+00,in_progress,2026-03-22 19:43:20.503148+00
979433,2026-02-28 03:36:40.503148+00,433,21,Тестовая заявка №979433,2026-03-24 03:36:40.503148+00,in_progress,2026-03-08 03:36:40.503148+00
887433,2026-03-20 05:10:00.503148+00,433,21,Тестовая заявка №887433,2026-03-24 05:10:00.503148+00,in_progress,2026-03-23 05:10:00.503148+00
714433,2026-03-10 05:13:20.503148+00,433,21,Тестовая заявка №714433,2026-03-24 05:13:20.503148+00,in_progress,2026-03-23 05:13:20.503148+00
541433,2026-02-28 05:16:40.503148+00,433,21,Тестовая заявка №541433,2026-03-24 05:16:40.503148+00,in_progress,2026-03-08 05:16:40.503148+00
449433,2026-03-20 06:50:00.503148+00,433,21,Тестовая заявка №449433,2026-03-24 06:50:00.503148+00,in_progress,2026-03-23 06:50:00.503148+00
276433,2026-03-10 06:53:20.503148+00,433,21,Тестовая заявка №276433,2026-03-24 06:53:20.503148+00,in_progress,2026-03-23 06:53:20.503148+00
103433,2026-02-28 06:56:40.503148+00,433,21,Тестовая заявка №103433,2026-03-24 06:56:40.503148+00,in_progress,2026-03-08 06:56:40.503148+00
11433,2026-03-20 08:30:00.503148+00,433,21,Тестовая заявка №11433,2026-03-24 08:30:00.503148+00,in_progress,2026-03-23 08:30:00.503148+00
837433,2026-03-14 19:03:20.503148+00,433,21,Тестовая заявка №837433,2026-03-28 19:03:20.503148+00,in_progress,2026-03-27 19:03:20.503148+00
664433,2026-03-04 19:06:40.503148+00,433,21,Тестовая заявка №664433,2026-03-28 19:06:40.503148+00,in_progress,2026-03-12 19:06:40.503148+00
572433,2026-03-24 20:40:00.503148+00,433,21,Тестовая заявка №572433,2026-03-28 20:40:00.503148+00,in_progress,2026-03-27 20:40:00.503148+00
399433,2026-03-14 20:43:20.503148+00,433,21,Тестовая заявка №399433,2026-03-28 20:43:20.503148+00,in_progress,2026-03-27 20:43:20.503148+00
226433,2026-03-04 20:46:40.503148+00,433,21,Тестовая заявка №226433,2026-03-28 20:46:40.503148+00,in_progress,2026-03-12 20:46:40.503148+00
134433,2026-03-24 22:20:00.503148+00,433,21,Тестовая заявка №134433,2026-03-28 22:20:00.503148+00,in_progress,2026-03-27 22:20:00.503148+00
883433,2026-03-05 06:16:40.503148+00,433,21,Тестовая заявка №883433,2026-03-29 06:16:40.503148+00,in_progress,2026-03-13 06:16:40.503148+00
791433,2026-03-25 07:50:00.503148+00,433,21,Тестовая заявка №791433,2026-03-29 07:50:00.503148+00,in_progress,2026-03-28 07:50:00.503148+00
618433,2026-03-15 07:53:20.503148+00,433,21,Тестовая заявка №618433,2026-03-29 07:53:20.503148+00,in_progress,2026-03-28 07:53:20.503148+00
445433,2026-03-05 07:56:40.503148+00,433,21,Тестовая заявка №445433,2026-03-29 07:56:40.503148+00,in_progress,2026-03-13 07:56:40.503148+00
353433,2026-03-25 09:30:00.503148+00,433,21,Тестовая заявка №353433,2026-03-29 09:30:00.503148+00,in_progress,2026-03-28 09:30:00.503148+00
180433,2026-03-15 09:33:20.503148+00,433,21,Тестовая заявка №180433,2026-03-29 09:33:20.503148+00,in_progress,2026-03-28 09:33:20.503148+00
7433,2026-03-05 09:36:40.503148+00,433,21,Тестовая заявка №7433,2026-03-29 09:36:40.503148+00,in_progress,2026-03-13 09:36:40.503148+00
257433,2026-03-29 12:10:00.503148+00,433,21,Тестовая заявка №257433,2026-04-02 12:10:00.503148+00,in_progress,2026-04-01 12:10:00.503148+00
84433,2026-03-19 12:13:20.503148+00,433,21,Тестовая заявка №84433,2026-04-02 12:13:20.503148+00,in_progress,2026-04-01 12:13:20.503148+00
914433,2026-03-29 21:40:00.503148+00,433,21,Тестовая заявка №914433,2026-04-02 21:40:00.503148+00,in_progress,2026-04-01 21:40:00.503148+00
741433,2026-03-19 21:43:20.503148+00,433,21,Тестовая заявка №741433,2026-04-02 21:43:20.503148+00,in_progress,2026-04-01 21:43:20.503148+00
568433,2026-03-09 21:46:40.503148+00,433,21,Тестовая заявка №568433,2026-04-02 21:46:40.503148+00,in_progress,2026-03-17 21:46:40.503148+00
476433,2026-03-29 23:20:00.503148+00,433,21,Тестовая заявка №476433,2026-04-02 23:20:00.503148+00,in_progress,2026-04-01 23:20:00.503148+00
303433,2026-03-19 23:23:20.503148+00,433,21,Тестовая заявка №303433,2026-04-02 23:23:20.503148+00,in_progress,2026-04-01 23:23:20.503148+00
130433,2026-03-09 23:26:40.503148+00,433,21,Тестовая заявка №130433,2026-04-02 23:26:40.503148+00,in_progress,2026-03-17 23:26:40.503148+00
38433,2026-03-30 01:00:00.503148+00,433,21,Тестовая заявка №38433,2026-04-03 01:00:00.503148+00,in_progress,2026-04-02 01:00:00.503148+00
960433,2026-03-20 08:53:20.503148+00,433,21,Тестовая заявка №960433,2026-04-03 08:53:20.503148+00,in_progress,2026-04-02 08:53:20.503148+00
787433,2026-03-10 08:56:40.503148+00,433,21,Тестовая заявка №787433,2026-04-03 08:56:40.503148+00,in_progress,2026-03-18 08:56:40.503148+00
695433,2026-03-30 10:30:00.503148+00,433,21,Тестовая заявка №695433,2026-04-03 10:30:00.503148+00,in_progress,2026-04-02 10:30:00.503148+00
522433,2026-03-20 10:33:20.503148+00,433,21,Тестовая заявка №522433,2026-04-03 10:33:20.503148+00,in_progress,2026-04-02 10:33:20.503148+00
349433,2026-03-10 10:36:40.503148+00,433,21,Тестовая заявка №349433,2026-04-03 10:36:40.503148+00,in_progress,2026-03-18 10:36:40.503148+00
599433,2026-04-03 13:10:00.503148+00,433,21,Тестовая заявка №599433,2026-04-07 13:10:00.503148+00,in_progress,2026-04-06 13:10:00.503148+00
426433,2026-03-24 13:13:20.503148+00,433,21,Тестовая заявка №426433,2026-04-07 13:13:20.503148+00,in_progress,2026-04-06 13:13:20.503148+00
253433,2026-03-14 13:16:40.503148+00,433,21,Тестовая заявка №253433,2026-04-07 13:16:40.503148+00,in_progress,2026-03-22 13:16:40.503148+00
161433,2026-04-03 14:50:00.503148+00,433,21,Тестовая заявка №161433,2026-04-07 14:50:00.503148+00,in_progress,2026-04-06 14:50:00.503148+00
910433,2026-03-14 22:46:40.503148+00,433,21,Тестовая заявка №910433,2026-04-07 22:46:40.503148+00,in_progress,2026-03-22 22:46:40.503148+00
818433,2026-04-04 00:20:00.503148+00,433,21,Тестовая заявка №818433,2026-04-08 00:20:00.503148+00,in_progress,2026-04-07 00:20:00.503148+00
645433,2026-03-25 00:23:20.503148+00,433,21,Тестовая заявка №645433,2026-04-08 00:23:20.503148+00,in_progress,2026-04-07 00:23:20.503148+00
472433,2026-03-15 00:26:40.503148+00,433,21,Тестовая заявка №472433,2026-04-08 00:26:40.503148+00,in_progress,2026-03-23 00:26:40.503148+00
380433,2026-04-04 02:00:00.503148+00,433,21,Тестовая заявка №380433,2026-04-08 02:00:00.503148+00,in_progress,2026-04-07 02:00:00.503148+00
207433,2026-03-25 02:03:20.503148+00,433,21,Тестовая заявка №207433,2026-04-08 02:03:20.503148+00,in_progress,2026-04-07 02:03:20.503148+00
34433,2026-03-15 02:06:40.503148+00,433,21,Тестовая заявка №34433,2026-04-08 02:06:40.503148+00,in_progress,2026-03-23 02:06:40.503148+00
864433,2026-03-25 11:33:20.503148+00,433,21,Тестовая заявка №864433,2026-04-08 11:33:20.503148+00,in_progress,2026-04-07 11:33:20.503148+00
691433,2026-03-15 11:36:40.503148+00,433,21,Тестовая заявка №691433,2026-04-08 11:36:40.503148+00,in_progress,2026-03-23 11:36:40.503148+00
941433,2026-04-08 14:10:00.503148+00,433,21,Тестовая заявка №941433,2026-04-12 14:10:00.503148+00,in_progress,2026-04-11 14:10:00.503148+00
768433,2026-03-29 14:13:20.503148+00,433,21,Тестовая заявка №768433,2026-04-12 14:13:20.503148+00,in_progress,2026-04-11 14:13:20.503148+00
595433,2026-03-19 14:16:40.503148+00,433,21,Тестовая заявка №595433,2026-04-12 14:16:40.503148+00,in_progress,2026-03-27 14:16:40.503148+00
503433,2026-04-08 15:50:00.503148+00,433,21,Тестовая заявка №503433,2026-04-12 15:50:00.503148+00,in_progress,2026-04-11 15:50:00.503148+00
330433,2026-03-29 15:53:20.503148+00,433,21,Тестовая заявка №330433,2026-04-12 15:53:20.503148+00,in_progress,2026-04-11 15:53:20.503148+00
157433,2026-03-19 15:56:40.503148+00,433,21,Тестовая заявка №157433,2026-04-12 15:56:40.503148+00,in_progress,2026-03-27 15:56:40.503148+00
65433,2026-04-08 17:30:00.503148+00,433,21,Тестовая заявка №65433,2026-04-12 17:30:00.503148+00,in_progress,2026-04-11 17:30:00.503148+00
987433,2026-03-30 01:23:20.503148+00,433,21,Тестовая заявка №987433,2026-04-13 01:23:20.503148+00,in_progress,2026-04-12 01:23:20.503148+00
814433,2026-03-20 01:26:40.503148+00,433,21,Тестовая заявка №814433,2026-04-13 01:26:40.503148+00,in_progress,2026-03-28 01:26:40.503148+00
722433,2026-04-09 03:00:00.503148+00,433,21,Тестовая заявка №722433,2026-04-13 03:00:00.503148+00,in_progress,2026-04-12 03:00:00.503148+00
549433,2026-03-30 03:03:20.503148+00,433,21,Тестовая заявка №549433,2026-04-13 03:03:20.503148+00,in_progress,2026-04-12 03:03:20.503148+00
376433,2026-03-20 03:06:40.503148+00,433,21,Тестовая заявка №376433,2026-04-13 03:06:40.503148+00,in_progress,2026-03-28 03:06:40.503148+00
284433,2026-04-09 04:40:00.503148+00,433,21,Тестовая заявка №284433,2026-04-13 04:40:00.503148+00,in_progress,2026-04-12 04:40:00.503148+00
111433,2026-03-30 04:43:20.503148+00,433,21,Тестовая заявка №111433,2026-04-13 04:43:20.503148+00,in_progress,2026-04-12 04:43:20.503148+00
937433,2026-03-24 15:16:40.503148+00,433,21,Тестовая заявка №937433,2026-04-17 15:16:40.503148+00,in_progress,2026-04-01 15:16:40.503148+00
845433,2026-04-13 16:50:00.503148+00,433,21,Тестовая заявка №845433,2026-04-17 16:50:00.503148+00,in_progress,2026-04-16 16:50:00.503148+00
672433,2026-04-03 16:53:20.503148+00,433,21,Тестовая заявка №672433,2026-04-17 16:53:20.503148+00,in_progress,2026-04-16 16:53:20.503148+00
